1,1,115.905577,28.876616,100,00,11,22,33
1,2,115.885930,28.891051,100,11,22,33,44
1,3,115.869442,28.873847,100,22,33,44,55
1,4,115.905577,28.876616,100,33,44,55,66
1,5,115.905577,28.876616,100,00,11,22,33
1,6,115.885930,28.891051,100,11,22,33,44
1,7,115.869442,28.873847,100,22,33,44,55
1,8,115.905577,28.876616,100,33,44,55,66
1,9,115.905577,28.876616,100,00,11,22,33
1,10,115.885930,28.891051,100,11,22,33,44
1,11,115.869442,28.873847,100,22,33,44,55
1,12,115.905577,28.876616,100,33,44,55,66
1,13,115.905577,28.876616,100,00,11,22,33
1,14,115.885930,28.891051,100,11,22,33,44
1,15,115.869442,28.873847,100,22,33,44,55
1,16,115.905577,28.876616,100,33,44,55,66
1,17,115.905577,28.876616,100,00,11,22,33
1,18,115.885930,28.891051,100,11,22,33,44
1,19,115.869442,28.873847,100,22,33,44,55
1,20,115.905577,28.876616,100,33,44,55,66
1,21,115.905577,28.876616,100,00,11,22,33
1,22,115.885930,28.891051,100,11,22,33,44
1,23,115.869442,28.873847,100,22,33,44,55
1,24,115.905577,28.876616,100,33,44,55,66
1,25,115.905577,28.876616,100,00,11,22,33
1,26,115.885930,28.891051,100,11,22,33,44
1,27,115.869442,28.873847,100,22,33,44,55
1,28,115.905577,28.876616,100,33,44,55,66
1,29,115.905577,28.876616,100,00,11,22,33
1,30,115.885930,28.891051,100,11,22,33,44
1,31,115.869442,28.873847,100,22,33,44,55
1,32,115.905577,28.876616,100,33,44,55,66
