1,1,120.81807013781966,30.741695813863966,100,00,00,00,00
1,2,120.82379505960574,30.74437606760405,100,00,00,00,00
1,3,120.82527319675421,30.750597631203526,100,00,00,00,00
1,4,120.84386559256708,30.73733342790834,100,00,00,00,00
1,1,120.8288480966267,30.743076849674708,100,00,00,00,00
1,2,120.82917158193402,30.744579366791463,100,00,00,00,00
1,3,120.82680946855334,30.743600391894475,100,00,00,00,00
1,4,120.82599862476351,30.7406130804965,100,00,00,00,00
1,5,120.83052613759821,30.741518934139172,100,00,00,00,00
1,6,120.82924610231106,30.740577598421226,100,00,00,00,00
1,7,120.82816278862805,30.74236687934227,100,00,00,00,00
1,8,120.83023582992193,30.743846450269153,100,00,00,00,00
1,9,120.83003795168379,30.744203959528917,100,00,00,00,00
1,10,120.83003795168379,30.744203959528917,100,00,00,00,00
1,11,120.83003795168379,30.744203959528917,100,00,00,00,00
1,12,120.83003795168379,30.744203959528917,100,00,00,00,00
1,13,120.83003795168379,30.744203959528917,100,00,00,00,00
1,14,120.83003795168379,30.744203959528917,100,00,00,00,00
1,15,120.83003795168379,30.744203959528917,100,00,00,00,00
1,16,120.83003795168379,30.744203959528917,100,00,00,00,00
1,17,120.83003795168379,30.744203959528917,100,00,00,00,00
1,18,120.83003795168379,30.744203959528917,100,00,00,00,00
1,19,120.83003795168379,30.744203959528917,100,00,00,00,00
1,20,120.83003795168379,30.744203959528917,100,00,00,00,00
1,21,120.83003795168379,30.744203959528917,100,00,00,00,00
1,22,120.83003795168379,30.744203959528917,100,00,00,00,00
1,23,120.83003795168379,30.744203959528917,100,00,00,00,00
1,24,120.83003795168379,30.744203959528917,100,00,00,00,00
1,25,120.83003795168379,30.744203959528917,100,00,00,00,00
1,1,120.8270724031024,30.742130594896018,100,00,00,00,00
1,2,120.83572034502936,30.749863567229966,100,00,00,00,00
1,3,120.83528807185004,30.752437544686867,100,00,00,00,00
1,4,120.83085653906421,30.754240545882595,100,00,00,00,00
1,5,120.82908917471369,30.753005979045824,100,00,00,00,00
1,6,120.8245089314247,30.743608146732704,100,00,00,00,00
1,7,120.82916739676389,30.73830350042406,100,00,00,00,00
1,8,120.83237247150083,30.744559460148437,100,00,00,00,00
1,9,120.82383191670347,30.74304756752791,100,00,00,00,00
1,10,120.8249010580947,30.743127109687805,100,00,00,00,00
1,11,120.82515873638158,30.742291521268257,100,00,00,00,00
1,12,120.82463144082381,30.741943160211058,100,00,00,00,00
1,13,120.8237692613841,30.74189289450969,100,00,00,00,00
1,14,120.82380488407293,30.74286193601348,100,00,00,00,00
1,15,120.82451327063355,30.74300649218054,100,00,00,00,00
1,16,120.82511323712475,30.742799564556144,100,00,00,00,00
1,17,120.82515436931959,30.742912157344342,100,00,00,00,00
1,18,120.82517231256324,30.74317184531523,100,00,00,00,00
1,1,116.38279248391444,39.91904852971004,100,00,00,00,00
1,2,116.38206690419815,39.90859656445764,100,00,00,00,00
1,3,116.40719509236231,39.897201159619556,100,00,00,00,00
1,4,116.43123790663572,39.90824897339611,100,00,00,00,00
1,5,116.42080216609818,39.92432039486614,100,00,00,00,00
1,6,116.39717608847545,39.92585023326744,100,00,00,00,00
